HOITEMID,ITEMNAME,ADDRESS,LGA_NAME21,lat_long
5045700.0,Liner House,13-15 Bridge Street Sydney,SYDNEY,"[-33.86389379085919, 151.20831419360624]"
5045550.0,Throsby Park Historic Site,"Church Road, Moss Vale",WINGECARRIBEE,"[-34.55155822296126, 150.3947631174623]"
5045468.0,New England Brass and Iron Lace Foundry,6 East Street Uralla,URALLA,"[-30.64822045918123, 151.5019128077973]"
5012059.0,"Junee Railway Station, yard, locomotive depot","Main Southern railway, Junee",JUNEE,"[-34.884371123186305, 147.57942879846107]"
5045195.0,Thompson Square Conservation Area,"Thompson Square, Windsor",HAWKESBURY,"[-33.60460095636762, 150.82317029387704]"
5045456.0,Linley,360 Burns Bay Road Linley Point,LANE COVE,"[-33.82540082321398, 151.15068087299878]"
5045620.0,Yarraford rail bridge over Beardy River,"Main Northern railway 694.371 km, Glen Innes",GLEN INNES SEVERN,"[-29.63795409807036, 151.78073866577344]"
5056744.0,Randwick Presbyterian Church,162 Alison Road Randwick,RANDWICK,"[-33.91253099412513, 151.23962014659165]"
5012121.0,Newbridge Railway Station and yard group,"Main Western railway, Newebridge",BLAYNEY,"[-33.58362147492683, 149.36979867988217]"
5045747.0,Prospect Post Office (former),23 Tarlington Place Prospect,BLACKTOWN,"[-33.80557506098459, 150.92318496114478]"
5053251.0,Parliament House,"Macquarie Street, Sydney",SYDNEY,"[-33.86717728732509, 151.21305643348742]"
5051265.0,Saumarez Homestead,230 Saumarez Road Armidale,ARMIDALE REGIONAL,"[-30.539732583679903, 151.5897043875682]"
5045416.0,Tarella,3 Amherst Street Cammeray,NORTH SYDNEY,"[-33.823218001620276, 151.20880714599153]"
5051590.0,Ben Chifley's House,10 Busby Street Bathurst,BATHURST REGIONAL,"[-33.43279551284394, 149.57765051977904]"
5045069.0,Gresham Hotel,147-149 York Street Sydney,SYDNEY,"[-33.87260205472837, 151.20626023073132]"
5012224.0,Strathfield Railway Station group,"Great Southern and Western Railway, Strathfield",STRATHFIELD,"[-33.87175034929382, 151.09431450886365]"
5053178.0,Mining Museum (former),36-64 George Street The Rocks,SYDNEY,"[-33.85659645682258, 151.20846897556325]"
5045629.0,Rous Lench,"Denman Road, Edinglassie",MUSWELLBROOK,"[-32.29785832894275, 150.84365457895856]"
5045183.0,Hammond and Wheatley Commercial Emporium,69-75 Hyde Street Bellingen,BELLINGEN,"[-30.451753946273747, 152.89643862765556]"
5045341.0,Museum Railway Station,City Circle,SYDNEY,"[-33.8757392771028, 151.21003484477032]"
5045741.0,Box Hill Inn,"Windsor Road, Box Hill",THE HILLS SHIRE,"[-33.65973674452788, 150.88593298971355]"
5000970.0,Terrace,71 Windmill Street Millers Point,SYDNEY,"[-33.857785389552085, 151.20548343783042]"
5060670.0,"Old Adaminaby and Lake Eucumbene, including relics and movable objects",Eucumbene,SNOWY MONARO REGIONAL,"[-36.06669558465656, 148.69544709317105]"
5045154.0,Royal Oak Arms Hotel (former),18 King Street Paterson,DUNGOG,"[-32.59876794653947, 151.61879779818224]"
5051253.0,Ahimsa,67 Cobran Road Cheltenham,HORNSBY,"[-33.7522050275097, 151.08412785125964]"
5051385.0,Swan Hill-Murray River Road Bridge,"Main Road 67, Swan Hill (East)",MURRAY RIVER,"[-35.337733663167135, 143.5628035418516]"
5045392.0,Rev. Peter Turner Cottage and Well,350 George Street Windsor,HAWKESBURY,"[-33.61110537166849, 150.81506017817526]"
5045120.0,House,198 Howick Street Bathurst,BATHURST REGIONAL,"[-33.41882796517019, 149.5825331198108]"
5045740.0,North Head Quarantine Station & Reserve,"North Head Scenic Drive, Manly",NORTHERN BEACHES,"[-33.81598954505872, 151.28886497753948]"
5056694.0,Rodney - paddle steamer,Polia Station,WENTWORTH,"[-33.21678260153532, 142.3687001695025]"
5053203.0,Shop and Residence - Ariel Bookshop,103 George Street The Rocks,SYDNEY,"[-33.85961783784267, 151.20845775315945]"
5045695.0,Waterview Wharf Workshops,37 Nicholson Street Balmain,INNER WEST,"[-33.85492963031872, 151.1924854050714]"
5051426.0,Johnston's Creek Sewer Aqueduct,"Taylor Street (Off), Hogan Park, Annandale",INNER WEST,"[-33.87980036893421, 151.1757786421267]"
5000870.0,Eagleton Terrace,"71, 73 Lower Fort Street Millers Point",SYDNEY,"[-33.85730900261288, 151.20617006479625]"
5055014.0,St Anne's Church,60 Blair Street Bondi,WAVERLEY,"[-33.885036033316105, 151.27577384811767]"
5055970.0,South West Rocks Pilot Station Complex,5 Ocean Drive South West Rocks,KEMPSEY,"[-30.88401025478087, 153.03881288707385]"
5045627.0,Presbyterian High School/Manse (former),12-14 Free Church Street Maitland,MAITLAND,"[-32.73486225692009, 151.5597970431526]"
5045274.0,Terrace House,"48, 50 Kent Street Millers Point",SYDNEY,"[-33.85951894041307, 151.20386493782925]"
5045425.0,Murphys House,1 Marist Place Parramatta,PARRAMATTA,"[-33.809116199416444, 151.00333511921926]"
5045002.0,Albury Railway Station and yard group,Railway Place Albury,ALBURY,"[-36.0839096913421, 146.9245819809819]"
5045592.0,Hexam Terrace,"59, 61, 63 Kent Street Millers Point",SYDNEY,"[-33.85942680536714, 151.20337977491099]"
5000871.0,Residence,"30, 32, 34, 36, 38, 40, 42 Lower Fort Street Millers Point",SYDNEY,"[-33.857120741685215, 151.20695906570876]"
5045026.0,Makin Cottage,"Stockade Street, Berrima",WINGECARRIBEE,"[-34.49106782900141, 150.3332068865062]"
5012020.0,Glen Innes Railway Station group,"Main Northern railway, Glenn Innes",GLEN INNES SEVERN,"[-29.737655686666354, 151.7266679507682]"
5051846.0,Denison Bridge,Macquarie River Great Western Highway Bathurst,BATHURST REGIONAL,"[-33.417367231941675, 149.59152632971248]"
5049940.0,Woodlands,1 Werona Avenue Killara,KU-RING-GAI,"[-33.76960006022692, 151.16574844030956]"
5045447.0,Cairnsfoot Special School,18 Loftus Street Turrella,BAYSIDE (NSW),"[-33.93197362534785, 151.14411088966992]"
5000968.0,Stone Shop,67 Windmill Street Millers Point,SYDNEY,"[-33.857785389538755, 151.2053406698509]"
5051465.0,Medlow Dam,"Beauchamp Road, Medlow Bath",BLUE MOUNTAINS,"[-33.6560373770004, 150.2975936340281]"
5045441.0,St Helen's Park,"St Helens Park Drive, St Helens Park",CAMPBELLTOWN (NSW),"[-34.10215162232002, 150.8065406226243]"
5045222.0,Denham Court & Chapel,238 Campbelltown Road Denham Court,CAMPBELLTOWN (NSW),"[-33.9844832821461, 150.84622106949442]"
5051435.0,Pressure Tunnel Shaft No.1 & associated infrastructure,Rookwood Road Bankstown,CANTERBURY-BANKSTOWN,"[-33.89016401733427, 151.03949930625785]"
5045292.0,University Hall & Cottages,281-285 Broadway Glebe,SYDNEY,"[-33.884348012513854, 151.19236936114248]"
5001347.0,"Junction Reefs Dam, Land in the vicinity of","Belubula River, Lyndhurst",BLAYNEY,"[-33.620288763948224, 148.99190916370748]"
5014096.0,Barrenjoey Head Lightstation,"Barrenjoey Headland, Palm Beach",NORTHERN BEACHES,"[-33.58010023212453, 151.3285730135674]"
5053199.0,Shop and Residence,123-125 George Street The Rocks,SYDNEY,"[-33.86007584283965, 151.20839113210755]"
5053183.0,Orient Hotel,87-89 George Street The Rocks,SYDNEY,"[-33.85904586385474, 151.2086302102115]"
5014175.0,Nyngan Court House,"Cobar Street, Nyngan",BOGAN,"[-31.563674060964924, 147.1939845528832]"
5053929.0,"Entrance Ocean Pools, The","Ocean Parade, The Entrance",CENTRAL COAST (NSW),"[-33.35017908697295, 151.50344737483073]"
5012060.0,Junee Railway Station movable relics,"Main Southern railway, Junee",JUNEE,"[-34.87047038044828, 147.5839371893873]"
5061086.0,Government Cottage Archaeological Site,41 George Street Windsor,HAWKESBURY,"[-33.603502591496216, 150.8246545498105]"
5045635.0,Sydney Central Local Court House,98 Liverpool Street Sydney,SYDNEY,"[-33.87612134883027, 151.20708753414056]"
5045200.0,"Old Registry Office, Sydney Supreme Court House","Elizabeth Street and St James Road, Sydney",SYDNEY,"[-33.86944952211518, 151.21063840052827]"
5011940.0,"Banco Road Court, Sydney Supreme Court House","St James Road, Sydney",SYDNEY,"[-33.869635399163705, 151.21114423743097]"
5045639.0,Sydney Supreme Court House (Old Court House),"King Street, Sydney",SYDNEY,"[-33.86975652111702, 151.21063535248746]"
5061305.0,"Christ Church Cathedral, Movable Collections, Cemetery and Park",52A Church Street Newcastle,NEWCASTLE,"[-32.928681172308636, 151.7804252171162]"
5061073.0,Ancient Aboriginal and Early Colonial Landscape,"Robin Thomas Reserve , Harris Park",PARRAMATTA,"[-33.816967436311174, 151.0124040198799]"
5045496.0,Victoria Inn,"Jellore Street, Berrima",WINGECARRIBEE,"[-34.4890999039989, 150.33332990674614]"
5045495.0,House,"16 Jellore Street, Berrima",WINGECARRIBEE,"[-34.48916529603675, 150.33374579967625]"
5045487.0,Berrima Inn,"Jellore Street, Berrima",WINGECARRIBEE,"[-34.48904235493756, 150.33265245385365]"
5045643.0,"First Bank, The (former)",12 Jellore Street Berrima,WINGECARRIBEE,"[-34.4890789730658, 150.33407536963895]"
5045166.0,Coach & Horses Inn,"24 Jellore Street, Berrima",WINGECARRIBEE,"[-34.48904758995972, 150.33289832681672]"
5061346.0,Cootamundra Aboriginal Girls' Training Home,39 Rinkin Street Cootamundra,COOTAMUNDRA-GUNDAGAI REGIONAL,"[-34.64056961575654, 148.04566594324587]"
5061330.0,Bomaderry Aboriginal Children's Home,59 Beinda Street Bomaderry,SHOALHAVEN,"[-34.85543552771248, 150.60081466147702]"
5054659.0,Kinchela Aboriginal Boys' Training Home,2054 South West Rocks Road Kinchela,KEMPSEY,"[-30.97644243475097, 152.98185602370134]"
5061664.0,Tocal College - C.B. Alexander Campus and Movable Collection,"Tocal Road, Tocal",MAITLAND,"[-32.62969907121927, 151.59201183071383]"
5060831.0,Archaeological Remains of Overseers' Cottages,30-44 Clarence Street Port Macquarie,PORT MACQUARIE-HASTINGS,"[-31.42942708381299, 152.908998698506]"
5051422.0,Chatswood Reservoirs No. 1 and No. 2,559 Pacific Highway Artarmon,WILLOUGHBY,"[-33.805896918839785, 151.18031636237768]"
5056626.0,Myall Creek Massacre and Memorial Site,"Bingara Delungra Road, Myall Creek via Bingara",GWYDIR,"[-29.77922067952187, 150.71448360877818]"
5055789.0,Wilberforce Cemetery,"Clergy Road, Wilberforce",HAWKESBURY,"[-33.55411650479791, 150.84259930274402]"
5054387.0,Sydney Cove West Archaeological Precinct,112-156 George Street The Rocks,SYDNEY,"[-33.860192383907325, 151.2091071389895]"
5061088.0,Glenbrook Railway and World War Two Mustard Gas Storage Tunnel,"Great Western Highway, Glenbrook",BLUE MOUNTAINS,"[-33.76506526703725, 150.63234747406483]"
5061124.0,Macquarie Schoolhouse/Chapel and St. John's (Blacket) Church,43-43A Macquarie Road Wilberforce,HAWKESBURY,"[-33.555117646945064, 150.84412339439695]"
5051423.0,Cooks River Sewage Aqueduct,"Pine Street, Undercliffe",CANTERBURY-BANKSTOWN,"[-33.922454936637365, 151.1479336953975]"
5052988.0,Newcastle City Hall and Civic Theatre Precinct,"King Street, Newcastle",NEWCASTLE,"[-32.92769587750518, 151.77209542239058]"
5061556.0,Green Cape Maritime Precinct,Green Cape,BEGA VALLEY,"[-37.26062821203396, 150.04856098891997]"
5012222.0,St Peters Railway Station group,"Princes Highway (Opposite Sydney Park Rd), St Peters",INNER WEST,"[-33.90727365855377, 151.1803602807861]"
5012209.0,Riverstone Railway Station and yard group,"Riverstone Parade, Riverstone",BLACKTOWN,"[-33.679517278325115, 150.8604955017275]"
5012214.0,Scarborough Railway Station group,"First Street, Scarborough",WOLLONGONG,"[-34.264871357110856, 150.96568639381806]"
5052085.0,Simpson-Lee House I,23 Roland Avenue Wahroonga,KU-RING-GAI,"[-33.73021203227131, 151.1154972337216]"
5053603.0,"Vineyard Haven, New Italy Settlement",1 Forest Road New Italy via Woodburn,RICHMOND VALLEY,"[-29.151392578945277, 153.2793947082179]"
5061184.0,Olympic Cauldron at Sydney Olympic Park,"Cathy Freeman Park near corner of Olympic Boulevard and the Grand Parade, Sydney Olympic Park",PARRAMATTA,"[-33.845511110455824, 151.06573659645443]"
5011935.0,Bombo Railway Station group,"Illawarra railway, Bombo",KIAMA,"[-34.65808253453057, 150.85404062534445]"
5053149.0,Bushells Building,121-127 Harrington Street The Rocks,SYDNEY,"[-33.86229656968385, 151.2065562770718]"
5011933.0,Bomaderry Railway Station and yard group,"Illawarra railway, Bomaderry",SHOALHAVEN,"[-34.854449561481886, 150.6093412433355]"
5061535.0,Bass Point Reserve,"Boollwarroo Parade, Shell Cove",SHELLHARBOUR,"[-34.595896299939724, 150.8957085405692]"
5061605.0,The Captain Thunderbolt Sites - Blach's Inn (former),New England Highway,URALLA,"[-30.70157515703278, 151.46434635175964]"
5061607.0,The Captain Thunderbolt Sites - Thunderbolt's Death Site,"Various, Uralla",URALLA,"[-30.687234679375543, 151.447901325631]"
5061606.0,The Captain Thunderbolt Sites - Thunderbolt's Rock,New England Highway,URALLA,"[-30.697785294407453, 151.46861783170303]"
5061608.0,The Captain Thunderbolt Sites - Thunderbolts's Grave,"Various, Uralla",URALLA,"[-30.641727515281968, 151.49290395474384]"
5061406.0,Toongabbie Government Farm Archaeolical Site,"Oaks Road, Old toongabbie",PARRAMATTA,"[-33.78090016026297, 150.9713836755278]"
5012000.0,Dundas Railway Station group,"Station Street, Dundas",PARRAMATTA,"[-33.80379650115906, 151.03334427063916]"
5053866.0,Middle Harbour Syphon NSOOS,"Monash Crescent (East Side), The Spit",NORTHERN BEACHES,"[-33.80760949340634, 151.25048314913926]"
5051453.0,Veteran Hall - House Remains,"Great Western Highway, Prospect",BLACKTOWN,"[-33.81875985527992, 150.914544912635]"
5012124.0,Oatley Railway Station group,"Illawarra Railway, Oatley",GEORGES RIVER,"[-33.98092843164054, 151.07906937545383]"
5012054.0,Helensburgh Railway Station group,"Tunnel Road, North Of, Helensburgh",WOLLONGONG,"[-34.17696386818215, 150.99468025038917]"
5053886.0,Western Outfall Main Sewer (Rockdale to Homesbush),Valda Avenue (off south side of Kogarah Golf Course) Arncliffe,BAYSIDE (NSW),"[-33.93318402192448, 151.15021092163263]"
5012099.0,Meadowbank rail bridge over Parramatta River,"Main Northern railway, Meadowbank/Rhodes",CANADA BAY,"[-33.821958829441435, 151.08889313728474]"
5053868.0,Pressure Tunnel and Shafts,Potts Hill,INNER WEST,"[-33.895399582760106, 151.12980470861942]"
5051443.0,Sewage Pumping Station 27,Callan Park Rozelle,INNER WEST,"[-33.863377003505214, 151.16168404334366]"
5053876.0,Sewer Vent (Ben Buckler),"Military Road, Bondi",WAVERLEY,"[-33.885903738199396, 151.28513891966145]"
5012100.0,Medlow Bath Railway Station group,"Great Western Highway, Medlow Bath",BLUE MOUNTAINS,"[-33.67366500161073, 150.2807310901748]"
5045444.0,Glebe Railway Viaduct,"Wentworth Park, Jubilee Park, Johnstons Creek, Glebe",SYDNEY,"[-33.875440254105946, 151.1779472534009]"
5061645.0,Jack House,Boundary Raod,KU-RING-GAI,"[-33.70592628121366, 151.12745855525586]"
5011957.0,Bulli Railway Station Group Movable Objects,"Railway Street, Bulli",WOLLONGONG,"[-34.3344230328906, 150.91476070491703]"
5061199.0,Lithgow (James St) Underbridge,"James Street, Lithgow",LITHGOW,"[-33.48186655874361, 150.1519145400088]"
5061200.0,Lithgow Coal Stage Signal Box,"Gas Works Lane, Lithgow",LITHGOW,"[-33.475090938623836, 150.17352171680272]"
5061201.0,Lithgow Railway Station Group and Residence,"Railway Parade, Lithgow",LITHGOW,"[-33.48060825817554, 150.15685666746694]"
5060563.0,Mount Gibraltar Trachyte Quarries Complex,Oxley Drive Bowral,WINGECARRIBEE,"[-34.46425278241319, 150.42859545196686]"
5048593.0,Anglican Cathedral Church of St Peter Apostle and Martyr Precinct,"Rusden Street, Armidale",ARMIDALE REGIONAL,"[-30.515091810711162, 151.66568957224797]"
5053512.0,ANZAC Memorial,"Hyde Park South, near Liverpool Street, Sydney",SYDNEY,"[-33.87572783018921, 151.2109605556394]"
5060999.0,131 Radar Station (former),Ash Island,NEWCASTLE,"[-32.8417242324303, 151.7149114797478]"
5061024.0,BHP Chimney Ruin of First Offices,"Part of Consolidated Mining Lease 7 East of corner of Gaffney and Oxide Streets, Proprietary Square Broken Hill",BROKEN HILL,"[-31.959618207174195, 141.47122828114843]"
5051563.0,Broken Hill Mosque,"Buck Street, Broken Hill",BROKEN HILL,"[-31.937672458377392, 141.47782353883952]"
5054941.0,Wesley Uniting Church and Hall Group,"Cobalt Street, Broken Hill",BROKEN HILL,"[-31.956551163606083, 141.46101679581102]"
5061543.0,Kamay Botany Bay National Park and Towra Point Reserve,Cape Solander Drive Kurnell,SUTHERLAND SHIRE,"[-34.019481366582376, 151.22582017917046]"
5045509.0,Bowenfels Railway Station and Stationmaster's House,"Main Western railway, Bowenfels",LITHGOW,"[-33.4769345842375, 150.13540906697804]"
5061182.0,Catherine Hill Bay Cultural Precinct,"Flowers Drive, Catherine Hill Bay",LAKE MACQUARIE,"[-33.15138852033409, 151.62765151724105]"
5012133.0,Petersham Railway Station group,"Terminus Street, Petersham",INNER WEST,"[-33.893846063111354, 151.1551690911947]"
5050395.0,Cathedral of the Annunciation of Our Lady,242 Cleveland Street Redfern,SYDNEY,"[-33.88879053548885, 151.202481625099]"
5012075.0,Armidale Railway Station and yard group movable relics,"234 Brown Street, Armidale",ARMIDALE REGIONAL,"[-30.515212841389186, 151.65177642696025]"
5012093.0,Maitland Railway Station and yard group,Main Northern railway Maitland,MAITLAND,"[-32.73807674822949, 151.55226389475285]"
5012081.0,Lismore Railway Station group,North Coast Railway,LISMORE,"[-28.810009494346566, 153.26986319008097]"
5045561.0,Municipal Building,181-187 Hay Street Sydney,SYDNEY,"[-33.87997115374111, 151.2058445888017]"
5012003.0,Emu Plains Railway Station group,"Main Western railway, Emu Plains",PENRITH,"[-33.74548360055705, 150.6724538668894]"
5045396.0,Hilton,313-315 Mowbray Road Chatswood,WILLOUGHBY,"[-33.802476166151855, 151.1839188233216]"
5053202.0,Shop and Residence,32 Harrington Street The Rocks,SYDNEY,"[-33.859410220813444, 151.20816037022985]"
5045125.0,St Alban's Anglican Church,"Hunter Terrace, Muswellbrook",MUSWELLBROOK,"[-32.2625754996817, 150.88707000861655]"
5053388.0,Australiana Pioneer Village,"Rose Street, Wilberforce",HAWKESBURY,"[-33.56753957168907, 150.84038779829683]"
5044991.0,Bolton Street Car Park Facade & Side Wall,"Bolton Street, Newcastle",NEWCASTLE,"[-32.9287939294985, 151.78240275982992]"
5045499.0,State Theatre,47-51 Market Street Sydney,SYDNEY,"[-33.87119151782423, 151.20739288375853]"
5056189.0,Colebee and Nurragingy Land Grant,"Richmond Road, Colebee",BLACKTOWN,"[-33.7256076855531, 150.8485861683554]"
5012095.0,Marrangaroo railway viaduct,"Main Western railway, Marrangaroo",LITHGOW,"[-33.438089076904845, 150.11228574618283]"
5045374.0,Mountain House,"Raglan Street, Wingen",UPPER HUNTER SHIRE,"[-31.89033489525424, 150.87913393194012]"
5053216.0,"Tenements, pair three-storey brick",140-142 Cumberland Street The Rocks,SYDNEY,"[-33.860669276679126, 151.20662780827993]"
5045236.0,Terrace,"14, 16, 18, 20, 22 Trinity Avenue Millers Point",SYDNEY,"[-33.85775539965298, 151.20656646967961]"
5045214.0,Simmons Hardware Store,226 George Street Windsor,HAWKESBURY,"[-33.607713026061404, 150.81959837197584]"
5053883.0,Sydenham Pit & Drainage Pumping Station 1,"Garden Street, Marrickville",INNER WEST,"[-33.91182928749535, 151.16866862585007]"
5053229.0,"Union Bond Store (former), Westpac Bank",47 George Street The Rocks,SYDNEY,"[-33.8577497148516, 151.20869355637643]"
5045182.0,House,31-33 North Street Windsor,HAWKESBURY,"[-33.60448221965269, 150.82628243445097]"
5053937.0,Liverpool TAFE College (former Liverpool Hospital),"College Street, Liverpool",LIVERPOOL,"[-33.92170080342881, 150.93003416876655]"
5056349.0,Wollongong Harbour Precinct,"Cliff Road and Endeavour Drive, Wollongong",WOLLONGONG,"[-34.42123305487401, 150.90806790024968]"
5012114.0,Mount Victoria Railway Station group,"Main Western railway, Mount Victoria",BLUE MOUNTAINS,"[-33.58744419687535, 150.25696178461274]"
5045560.0,Newcastle Court House,9 Church Street Newcastle,NEWCASTLE,"[-32.93022057349638, 151.7822734276559]"
5052015.0,Military Station Archaeological Site and Burial at Glenroy,200 Jenolan Caves Road Hartley,LITHGOW,"[-33.547327553702495, 150.1462975494881]"
5012082.0,Great Zig Zag Railway deviation tunnels,"Main Western Railway, Lithgow",LITHGOW,"[-33.492691472754586, 150.21836429219826]"
5055972.0,Pipers Creek Lime Kilns,Kumbatine National Park Bonnie Corner Road Dondingalong,KEMPSEY,"[-31.18529119387534, 152.74720258209393]"
5054717.0,Royal Edward Victualling Yard,38-42 Pirrama Road Pyrmont,SYDNEY,"[-33.86490496165194, 151.19530722733043]"
5054876.0,Enterprise Park and Coutt's Sailors Home (former),Bond Street Newcastle,NEWCASTLE,"[-32.92691101073455, 151.78501151972554]"
5011931.0,Blackheath Railway Station Group,"Main Western railway, Blackheath",BLUE MOUNTAINS,"[-33.633422074651584, 150.2843299088226]"
5056233.0,Ferguson's Cottage,1 Breakwater Road Coffs Harbour,COFFS HARBOUR,"[-30.310812768671052, 153.1399856097581]"
5049861.0,Harry and Penelope Seidler House,13 Kalang Avenue Killara,KU-RING-GAI,"[-33.759226476210166, 151.1663498796101]"
5056093.0,Yooroonah Tank Barrier,"Waterfall Way, Ebor",ARMIDALE REGIONAL,"[-30.482966185812995, 152.28176675512734]"
5060975.0,Earlwood Aboriginal Art Site,Earlwood,CANTERBURY-BANKSTOWN,"[-33.9247290745225, 151.1465296562941]"
5055453.0,Holy Trinity Greek Orthodox Church,626-630 Bourke Street Surry Hills,SYDNEY,"[-33.89108820166677, 151.21492247100997]"
5061065.0,1st/15th Royal NSW Lancers Memorial Museum Collection,Linden House 2 Smith Street Parramatta,PARRAMATTA,"[-33.816782370792716, 151.00681890470278]"
5055109.0,"Trial Bay Gaol, Breakwater and Environs","Cardwell Street, Arakoon",KEMPSEY,"[-30.880930504289132, 153.0739199521146]"
5061224.0,Mort's Dock,"Thames, Mort, College, McKell, Cameron, Yeend Streets, Balmain",INNER WEST,"[-33.85356357254488, 151.18429448042536]"
5045644.0,Australian Museum,6-8 College Street Sydney,SYDNEY,"[-33.87431152240832, 151.21341248247882]"
5012319.0,Balmain Hospital - Main Building,"Booth Street, Balmain",INNER WEST,"[-33.85946355537362, 151.18201574596054]"
5060189.0,Hyde Park,"110-120 Elizabeth, Park, Liverpool, College Streets, Sydney",SYDNEY,"[-33.87329417320223, 151.21128290092005]"
5055125.0,CWA Rest House,"Yapunyah Street, Barellan",NARRANDERA,"[-34.28452447076934, 146.57265870338566]"
5053905.0,Wilberforce Park,47 George Road Wilberforce,HAWKESBURY,"[-33.5564543110096, 150.8447229311367]"
5051312.0,Blacktown Native Institution,"Richmond Road, Oakhurst",BLACKTOWN,"[-33.731337676362756, 150.8460797689581]"
5056670.0,Blacks Camp,"University Road, Wellington",DUBBO REGIONAL,"[-32.56087267223216, 148.9771006991362]"
5055930.0,McIver Women's Baths,"Grant Reserve, Coogee",RANDWICK,"[-33.92433462097276, 151.25848767030027]"
5061455.0,Homewood - Childhood Home of 'Slim Dusty',1279 Nulla Nulla Creek Road Nulla Nulla Creek,KEMPSEY,"[-30.731943670151505, 152.50097241236483]"
5012009.0,Finley Railway Precinct,"Narrandera-Tocumwal railway, Finley",BERRIGAN,"[-35.64333701045422, 145.5781868783547]"
5045502.0,Strickland House,52 Vaucluse Road Vaucluse,WOOLLAHRA,"[-33.85591791537201, 151.2678690751661]"
5001335.0,White Bay Power Station,"Victoria Road, Rozelle",INNER WEST,"[-33.86674716598239, 151.1772745706623]"
5045273.0,Couridjah Railway Station,"Main Southern railway, Couridjah",WOLLONDILLY,"[-34.23307728376129, 150.5494815176777]"
5045540.0,"Clydesdale - Grand House, Barn & Cottage","1270 Richmond Road, Marsden Park",BLACKTOWN,"[-33.68277088346723, 150.80738609786022]"
5056380.0,Dunmore House,557 Paterson Road Bolwarra Heights,MAITLAND,"[-32.68615617032049, 151.59934295923213]"
5056468.0,Raffan's Mill and Brick Bottle Kilns Precinct,"Carlton Road, Portland",LITHGOW,"[-33.34874213741325, 149.97862615037607]"
5055017.0,Portland Cement Works Precinct,"Williwa Street, Portland",LITHGOW,"[-33.35272218978879, 149.9825535913207]"
5045004.0,Uniting Church and Pipe Organ,280a King Street Newtown,SYDNEY,"[-33.89641282950085, 151.18060724920784]"
5012207.0,Rhodes Railway Station group,"Blaxland Road, Rhodes",CANADA BAY,"[-33.8309716003206, 151.0869135493655]"
5060185.0,Bundian Way,"Mount Kosciuszko to Eden , Kosciuszko",SNOWY MONARO REGIONAL,"[-36.99739823766438, 148.87358631963204]"
5060998.0,Newcastle Government House and Domain,Newcastle,NEWCASTLE,"[-32.93109307448812, 151.7821222945593]"
5053137.0,Argyle Bridge,"Cumberland Street, The Rocks",SYDNEY,"[-33.85893390371612, 151.20715378043755]"
5045329.0,Metters Building,154-158 Elizabeth Street Sydney,SYDNEY,"[-33.87802273409518, 151.20978199849992]"
5061272.0,Cathedral of Saints Michael and John,107 William St Bathurst,BATHURST REGIONAL,"[-33.419874626688554, 149.57690554248174]"
5053138.0,Argyle Cut,"Argyle Street, The Rocks",SYDNEY,"[-33.8588139746679, 151.20664693952617]"
5060966.0,Cenotaph,Between George and Pitt Streets Martin Place Sydney,SYDNEY,"[-33.86749980183494, 151.20778420719805]"
5051902.0,Sydney Town Hall,483 George Street Sydney,SYDNEY,"[-33.873196966728194, 151.20621368065804]"
5061010.0,Linden Observatory Complex,91 - 111 Glossop Rd Linden,BLUE MOUNTAINS,"[-33.70714143321451, 150.49563923414684]"
5051257.0,Bungarribee Homestead Complex - Archaeological Site,"Doonside Road, Doonside",BLACKTOWN,"[-33.77881712895926, 150.87068578418513]"
5060990.0,St John's Anglican Cathedral,195 Church Street Parramatta,PARRAMATTA,"[-33.81585606340232, 151.00267204441863]"
5012217.0,Shellharbour Railway Station Group,"Illawarra railway, Dunmore",SHELLHARBOUR,"[-34.605831628894734, 150.8401636854296]"
5045009.0,Otford railway tunnel (former),"Illawarra Railway, Otford",WOLLONGONG,"[-34.21938153879913, 150.9981624151973]"
5012065.0,Kiama Railway Station Group and Turntable,"Illawarra railway, Kiama",KIAMA,"[-34.67272735566902, 150.85445113730995]"
5012021.0,Gordon Railway Station group,"Middlemiss Street, Gordon",KU-RING-GAI,"[-33.75592765908394, 151.1545133867366]"
5056348.0,Lake Parramatta Dam,30 Darcy Street North Parramatta,PARRAMATTA,"[-33.79132513752934, 151.00590052321604]"
5012007.0,Exeter Railway Station group,"Main Southern railway, Exeter",WINGECARRIBEE,"[-34.61363755040975, 150.31724935576946]"
5056283.0,Wentowrth Memorial Church and Moveable Heritage Collection,"32B Fitzwilliam Street, Vaucluse",WOOLLAHRA,"[-33.85130646003656, 151.2753114367233]"
5052762.0,"Hambledon Cottage, Grounds and Archaeology",Hassall Street,PARRAMATTA,"[-33.8188416345638, 151.0149900922611]"
5060541.0,Wahroonga Reservoir (Elevated) (WS 0124),1678 Pacific Highway and Woonona Avenue Wahroonga,KU-RING-GAI,"[-33.7193092240648, 151.11410019937287]"
5001346.0,Towrang Convict Stockade and Associated Sites,"11Km north of Old Hume Highway, Goulburn",GOULBURN MULWAREE,"[-34.73227807475567, 149.82830769212543]"
5060394.0,Liverpool Weir,"Georges River, Heathcote Road, near Newbridge Road, Liverpool",LIVERPOOL,"[-33.925213482299334, 150.92836478853994]"
